feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
ZNF652	4.0	0.0	8.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	8.0
ZNF654	0.0	4.0	0.0	4.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
ZNF687	0.0	0.0	8.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	13.0	0.0	8.0	4.0	4.0	0.0	8.0	0.0	0.0	0.0
ZNF697	17.0	17.0	0.0	26.0	0.0	8.0	8.0	13.0	8.0	8.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	4.0	0.0
ZNF71	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF776	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	4.0	8.0
ZNF783	0.0	0.0	8.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
ZNF813	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
ZNFX1	0.0	8.0	13.0	8.0	17.0	26.0	0.0	4.0	0.0	17.0	4.0	13.0	13.0	0.0	13.0	0.0	17.0	0.0	0.0	0.0
ZSCAN20	0.0	13.0	4.0	8.0	21.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0
ZSCAN22	8.0	4.0	8.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	4.0	0.0	4.0	4.0
ZSCAN29	0.0	0.0	0.0	13.0	0.0	0.0	0.0	8.0	8.0	0.0	4.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	8.0	4.0
ZSCAN30	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	8.0	4.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
ZSWIM6	4.0	8.0	8.0	0.0	30.0	13.0	13.0	13.0	4.0	4.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
ZZEF1	13.0	13.0	4.0	4.0	0.0	13.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	26.0	4.0
